date,year,month,month_name,district,rainfall_mm,temperature_celsius,pH,turbidity_NTU,coliform_count_per100ml,dissolved_oxygen_mg_L,total_dissolved_solids_mg_L,population,cholera_cases,diarrhea_cases,typhoid_cases,hepatitis_a_cases,total_disease_cases,outbreak_alert,season,cases_last_month,cases_2_months_ago,rainfall_last_month,district_encoded,season_encoded
2020-03-01,2020,3,March,Tirunelveli,40.85,35.65,8.44,8.01,18.67,4.24,495.67,4382506,20,64,10,7,101,0,Summer,96.0,96.0,21.91,9,2
2020-04-01,2020,4,April,Tirunelveli,37.92,33.14,6.55,15.65,152.54,4.68,1093.64,2302502,22,75,17,9,123,0,Summer,101.0,96.0,40.85,9,2
2020-05-01,2020,5,May,Tirunelveli,35.61,29.02,8.3,1.12,88.42,4.28,966.53,4518293,13,47,8,4,72,0,Summer,123.0,101.0,37.92,9,2
2020-06-01,2020,6,June,Tirunelveli,153.06,33.47,6.91,9.64,231.2,7.95,517.98,2955918,29,92,12,5,138,1,SW_Monsoon,72.0,123.0,35.61,9,1
2020-07-01,2020,7,July,Tirunelveli,110.59,26.27,7.71,23.95,189.73,5.77,600.7,4428685,27,70,19,7,123,0,SW_Monsoon,138.0,72.0,153.06,9,1
2020-08-01,2020,8,August,Tirunelveli,125.97,30.19,7.69,2.6,341.76,8.7,848.77,2104592,29,95,16,9,149,1,SW_Monsoon,123.0,138.0,110.59,9,1
2020-09-01,2020,9,September,Tirunelveli,71.12,36.15,6.88,4.91,283.76,4.19,819.97,4506389,18,46,11,5,80,0,SW_Monsoon,149.0,123.0,125.97,9,1
2020-10-01,2020,10,October,Tirunelveli,124.65,25.63,6.78,10.58,296.78,7.39,792.77,1406395,23,68,13,9,113,0,NE_Monsoon,80.0,149.0,71.12,9,0
2020-11-01,2020,11,November,Tirunelveli,120.15,37.15,7.94,19.43,463.93,4.4,676.84,2767357,41,124,21,12,198,1,NE_Monsoon,113.0,80.0,124.65,9,0
2020-12-01,2020,12,December,Tirunelveli,131.09,36.25,8.43,6.99,404.36,4.2,605.42,3327364,32,108,21,7,168,1,NE_Monsoon,198.0,113.0,120.15,9,0
2021-01-01,2021,1,January,Tirunelveli,31.47,35.34,8.39,1.14,275.11,4.43,1014.39,4957632,24,71,10,7,112,0,Winter,168.0,198.0,131.09,9,3
2021-02-01,2021,2,February,Tirunelveli,6.33,25.63,6.49,3.68,128.61,7.76,1105.54,1251993,22,68,8,2,100,0,Winter,112.0,168.0,31.47,9,3
2021-03-01,2021,3,March,Tirunelveli,32.7,24.95,6.7,15.02,130.51,6.23,214.57,4428207,23,81,9,3,116,0,Summer,100.0,112.0,6.33,9,2
2021-04-01,2021,4,April,Tirunelveli,36.44,26.59,6.34,9.99,213.83,6.62,426.77,2674758,23,82,10,5,120,0,Summer,116.0,100.0,32.7,9,2
2021-05-01,2021,5,May,Tirunelveli,45.83,27.42,7.58,6.65,239.35,8.76,1083.56,3951001,19,61,12,6,98,0,Summer,120.0,116.0,36.44,9,2
2021-06-01,2021,6,June,Tirunelveli,67.12,32.03,7.5,21.22,234.31,8.8,248.69,2009390,26,70,15,5,116,0,SW_Monsoon,98.0,120.0,45.83,9,1
2021-07-01,2021,7,July,Tirunelveli,124.56,24.64,8.38,20.4,124.58,4.39,369.89,1517497,28,71,16,6,121,0,SW_Monsoon,116.0,98.0,67.12,9,1
2021-08-01,2021,8,August,Tirunelveli,129.07,34.2,6.31,22.36,38.28,5.43,872.39,2701016,22,77,16,6,121,0,SW_Monsoon,121.0,116.0,124.56,9,1
2021-09-01,2021,9,September,Tirunelveli,117.96,24.31,8.47,2.14,406.48,6.75,1163.16,2943869,28,92,14,10,144,1,SW_Monsoon,121.0,121.0,129.07,9,1
2021-10-01,2021,10,October,Tirunelveli,254.38,26.91,7.55,5.02,185.91,7.91,637.05,3902862,28,86,11,8,133,1,NE_Monsoon,144.0,121.0,117.96,9,0
2021-11-01,2021,11,November,Tirunelveli,271.82,37.46,7.88,16.49,353.2,7.7,812.28,1916693,39,121,14,9,183,1,NE_Monsoon,133.0,144.0,254.38,9,0
2021-12-01,2021,12,December,Tirunelveli,230.47,24.95,6.62,30.7,498.48,7.26,659.64,2199660,51,153,22,12,238,1,NE_Monsoon,183.0,133.0,271.82,9,0
2022-01-01,2022,1,January,Tirunelveli,42.15,29.54,6.51,3.21,265.8,8.4,1107.04,4288264,22,69,14,6,111,0,Winter,238.0,183.0,230.47,9,3
2022-02-01,2022,2,February,Tirunelveli,43.54,32.25,8.36,6.12,68.26,7.28,398.81,2893946,13,49,8,4,74,0,Winter,111.0,238.0,42.15,9,3
2022-03-01,2022,3,March,Tirunelveli,24.52,34.92,7.5,4.77,194.59,6.84,996.24,3292537,17,59,11,7,94,0,Summer,74.0,111.0,43.54,9,2
2022-04-01,2022,4,April,Tirunelveli,55.16,24.85,7.8,3.58,89.33,6.08,1108.02,2178332,22,64,6,4,96,0,Summer,94.0,74.0,24.52,9,2
2022-05-01,2022,5,May,Tirunelveli,14.59,30.6,6.41,10.31,154.15,6.04,721.38,887773,24,69,7,6,106,0,Summer,96.0,94.0,55.16,9,2
2022-06-01,2022,6,June,Tirunelveli,72.17,32.23,6.93,15.49,339.53,7.06,495.75,2896640,35,95,18,7,155,1,SW_Monsoon,106.0,96.0,14.59,9,1
2022-07-01,2022,7,July,Tirunelveli,90.64,31.77,7.55,10.92,258.48,4.41,287.79,2644797,24,84,17,8,133,1,SW_Monsoon,155.0,106.0,72.17,9,1
2022-08-01,2022,8,August,Tirunelveli,96.04,32.47,7.09,20.89,129.7,5.47,466.0,3719598,20,50,15,8,93,0,SW_Monsoon,133.0,155.0,90.64,9,1
2022-09-01,2022,9,September,Tirunelveli,116.46,33.28,7.76,22.44,418.72,7.6,487.22,4134183,42,136,18,9,205,1,SW_Monsoon,93.0,133.0,96.04,9,1
2022-10-01,2022,10,October,Tirunelveli,155.16,25.93,8.18,16.8,377.94,5.2,958.04,1530451,33,105,19,10,167,1,NE_Monsoon,205.0,93.0,116.46,9,0
2022-11-01,2022,11,November,Tirunelveli,333.64,28.25,8.0,24.88,387.33,8.83,593.56,4010764,45,121,24,13,203,1,NE_Monsoon,167.0,205.0,155.16,9,0
2022-12-01,2022,12,December,Tirunelveli,191.74,26.06,6.68,11.12,356.2,5.99,206.81,1290671,37,96,20,9,162,1,NE_Monsoon,203.0,167.0,333.64,9,0
2023-01-01,2023,1,January,Tirunelveli,54.33,35.85,6.62,15.34,105.47,5.7,262.43,2617191,18,58,17,3,96,0,Winter,162.0,203.0,191.74,9,3
2023-02-01,2023,2,February,Tirunelveli,21.64,36.02,8.17,12.42,41.07,7.45,1145.02,4364860,19,59,13,4,95,0,Winter,96.0,162.0,54.33,9,3
2023-03-01,2023,3,March,Tirunelveli,33.08,25.68,6.92,13.0,241.2,4.69,1152.39,3496244,26,91,16,6,139,1,Summer,95.0,96.0,21.64,9,2
2023-04-01,2023,4,April,Tirunelveli,57.02,28.38,8.17,2.8,197.41,7.71,877.72,2053091,18,61,14,5,98,0,Summer,139.0,95.0,33.08,9,2
2023-05-01,2023,5,May,Tirunelveli,57.77,27.05,6.4,3.76,229.75,7.38,836.05,3924638,21,63,10,6,100,0,Summer,98.0,139.0,57.02,9,2
2023-06-01,2023,6,June,Tirunelveli,153.39,29.63,7.28,17.29,387.32,4.71,504.24,2969491,25,81,14,11,131,1,SW_Monsoon,100.0,98.0,57.77,9,1
2023-07-01,2023,7,July,Tirunelveli,94.98,36.07,6.74,17.05,264.44,8.32,332.29,4912903,27,81,11,6,125,0,SW_Monsoon,131.0,100.0,153.39,9,1
2023-08-01,2023,8,August,Tirunelveli,96.91,29.0,6.99,13.07,185.08,8.4,705.52,3205421,27,66,8,8,109,0,SW_Monsoon,125.0,131.0,94.98,9,1
2023-09-01,2023,9,September,Tirunelveli,126.31,32.34,7.15,10.83,329.73,4.98,1020.25,1829785,37,109,20,6,172,1,SW_Monsoon,109.0,125.0,96.91,9,1
2023-10-01,2023,10,October,Tirunelveli,332.71,33.25,7.92,11.07,473.57,5.3,201.64,694152,44,117,25,8,194,1,NE_Monsoon,172.0,109.0,126.31,9,0
2023-11-01,2023,11,November,Tirunelveli,126.35,31.75,7.38,10.15,460.45,7.76,932.86,1051238,35,88,20,10,153,1,NE_Monsoon,194.0,172.0,332.71,9,0
2023-12-01,2023,12,December,Tirunelveli,228.1,28.88,7.06,20.49,402.48,4.55,235.59,1314661,27,87,15,8,137,1,NE_Monsoon,153.0,194.0,126.35,9,0
2024-01-01,2024,1,January,Tirunelveli,20.1,32.75,6.39,7.67,206.95,7.43,1015.07,2643184,26,83,10,9,128,1,Winter,137.0,153.0,228.1,9,3
2024-02-01,2024,2,February,Tirunelveli,47.79,30.45,8.47,8.15,276.33,7.77,448.6,1380432,33,110,13,5,161,1,Winter,128.0,137.0,20.1,9,3
2024-03-01,2024,3,March,Tirunelveli,24.01,24.1,7.13,4.37,229.28,5.69,1027.52,3068101,24,73,7,5,109,0,Summer,161.0,128.0,47.79,9,2
2024-04-01,2024,4,April,Tirunelveli,28.55,24.86,6.72,6.32,122.82,8.89,1007.87,834248,13,55,7,3,78,0,Summer,109.0,161.0,24.01,9,2
2024-05-01,2024,5,May,Tirunelveli,21.39,28.49,6.58,12.7,34.3,7.17,323.85,1458379,11,48,5,5,69,0,Summer,78.0,109.0,28.55,9,2
2024-06-01,2024,6,June,Tirunelveli,146.47,25.66,6.6,12.06,309.91,4.7,640.07,2344277,30,74,14,6,124,0,SW_Monsoon,69.0,78.0,21.39,9,1
2024-07-01,2024,7,July,Tirunelveli,110.25,24.2,8.05,23.56,254.49,6.52,1078.42,3689187,32,97,12,6,147,1,SW_Monsoon,124.0,69.0,146.47,9,1
2024-08-01,2024,8,August,Tirunelveli,79.43,30.26,8.11,16.13,172.71,7.32,318.22,1186290,18,62,15,5,100,0,SW_Monsoon,147.0,124.0,110.25,9,1
2024-09-01,2024,9,September,Tirunelveli,80.99,27.65,8.43,17.95,293.83,8.26,315.82,4271460,26,87,11,10,134,1,SW_Monsoon,100.0,147.0,79.43,9,1
2024-10-01,2024,10,October,Tirunelveli,195.4,34.85,6.99,20.68,107.53,4.73,1138.06,3722018,25,70,16,4,115,0,NE_Monsoon,134.0,100.0,80.99,9,0
2024-11-01,2024,11,November,Tirunelveli,183.7,28.39,7.66,12.42,83.16,6.98,1014.38,1428864,23,72,14,3,112,0,NE_Monsoon,115.0,134.0,195.4,9,0
2024-12-01,2024,12,December,Tirunelveli,231.52,34.63,7.84,7.47,263.93,6.36,578.22,4242918,32,101,16,6,155,1,NE_Monsoon,112.0,115.0,183.7,9,0
2018-01-01,2018,1,January,Tiruppur,21.34,31.93,7.29,10.89,262.31,7.66,414.94,3851278,21,67,9,9,106,0,Winter,0.0,0.0,0.0,10,3
2018-02-01,2018,2,February,Tiruppur,57.54,26.17,7.63,8.01,96.43,5.76,612.79,4375754,21,54,8,4,87,0,Winter,106.0,0.0,21.34,10,3
2018-03-01,2018,3,March,Tiruppur,9.28,24.03,8.43,0.88,28.87,5.57,1007.43,928988,15,54,3,4,76,0,Summer,87.0,106.0,57.54,10,2
2018-04-01,2018,4,April,Tiruppur,34.8,36.22,7.88,13.06,184.46,7.46,1049.2,4881137,30,99,17,8,154,1,Summer,76.0,87.0,9.28,10,2
2018-05-01,2018,5,May,Tiruppur,41.85,24.62,7.55,15.99,155.63,6.37,512.85,1164180,20,61,15,4,100,0,Summer,154.0,76.0,34.8,10,2
2018-06-01,2018,6,June,Tiruppur,102.18,35.13,7.91,2.45,191.16,6.61,844.55,2934206,28,95,9,6,138,1,SW_Monsoon,100.0,154.0,41.85,10,1
2018-07-01,2018,7,July,Tiruppur,129.63,28.76,7.87,2.69,132.42,6.7,990.72,2188472,15,47,15,6,83,0,SW_Monsoon,138.0,100.0,102.18,10,1
2018-08-01,2018,8,August,Tiruppur,83.3,24.34,8.2,1.68,367.37,6.64,1139.07,3303696,25,71,18,8,122,0,SW_Monsoon,83.0,138.0,129.63,10,1
2018-09-01,2018,9,September,Tiruppur,158.41,34.76,7.16,10.81,309.78,5.19,310.47,1049239,27,82,16,6,131,1,SW_Monsoon,122.0,83.0,83.3,10,1
2018-10-01,2018,10,October,Tiruppur,169.32,36.74,6.3,4.93,219.31,4.62,1156.42,3350171,28,81,17,7,133,1,NE_Monsoon,131.0,122.0,158.41,10,0
2018-11-01,2018,11,November,Tiruppur,325.93,37.85,7.91,3.58,224.88,8.19,430.57,2924050,34,95,12,5,146,1,NE_Monsoon,133.0,131.0,169.32,10,0
2018-12-01,2018,12,December,Tiruppur,155.12,26.61,7.99,12.24,32.39,8.85,1083.79,576898,13,54,15,4,86,0,NE_Monsoon,146.0,133.0,325.93,10,0
2019-01-01,2019,1,January,Tiruppur,46.7,33.74,6.55,13.2,62.84,5.12,736.97,2175843,16,44,15,5,80,0,Winter,86.0,146.0,155.12,10,3
2019-02-01,2019,2,February,Tiruppur,20.01,30.67,6.3,13.75,9.92,5.65,1131.59,4097706,17,64,10,4,95,0,Winter,80.0,86.0,46.7,10,3
2019-03-01,2019,3,March,Tiruppur,44.79,30.94,6.39,4.15,191.31,4.38,1051.21,4820295,20,71,9,4,104,0,Summer,95.0,80.0,20.01,10,2
2019-04-01,2019,4,April,Tiruppur,34.91,36.1,7.89,8.72,243.09,5.23,357.34,1547343,32,91,17,8,148,1,Summer,104.0,95.0,44.79,10,2
2019-05-01,2019,5,May,Tiruppur,42.41,32.66,7.93,3.21,246.64,8.36,229.25,970452,21,51,9,9,90,0,Summer,148.0,104.0,34.91,10,2
2019-06-01,2019,6,June,Tiruppur,135.66,27.62,6.64,3.12,137.1,6.8,315.84,4463735,21,66,13,4,104,0,SW_Monsoon,90.0,148.0,42.41,10,1
2019-07-01,2019,7,July,Tiruppur,103.22,35.76,7.1,5.29,316.55,7.94,373.75,638563,22,62,16,5,105,0,SW_Monsoon,104.0,90.0,135.66,10,1
2019-08-01,2019,8,August,Tiruppur,118.22,28.84,7.63,2.24,366.05,8.87,1168.88,3273939,31,104,10,10,155,1,SW_Monsoon,105.0,104.0,103.22,10,1
2019-09-01,2019,9,September,Tiruppur,97.18,35.46,6.78,1.22,66.75,6.34,1144.3,3210626,19,57,12,6,94,0,SW_Monsoon,155.0,105.0,118.22,10,1
2019-10-01,2019,10,October,Tiruppur,273.42,27.09,6.39,22.29,366.53,5.37,1150.86,3365899,29,85,18,9,141,1,NE_Monsoon,94.0,155.0,97.18,10,0
2019-11-01,2019,11,November,Tiruppur,341.13,34.64,7.22,11.08,179.62,7.62,945.84,4517136,36,107,18,8,169,1,NE_Monsoon,141.0,94.0,273.42,10,0
2019-12-01,2019,12,December,Tiruppur,146.38,36.16,7.99,25.04,473.08,7.81,826.22,2155743,40,129,25,10,204,1,NE_Monsoon,169.0,141.0,341.13,10,0
2020-01-01,2020,1,January,Tiruppur,15.2,30.47,6.2,9.89,170.05,5.24,758.41,4497615,21,69,11,7,108,0,Winter,204.0,169.0,146.38,10,3
2020-02-01,2020,2,February,Tiruppur,37.46,30.07,8.46,3.07,130.09,7.4,595.55,888590,23,66,14,2,105,0,Winter,108.0,204.0,15.2,10,3
2020-03-01,2020,3,March,Tiruppur,57.4,36.71,7.87,12.19,40.86,4.51,770.9,3890926,19,70,10,3,102,0,Summer,105.0,108.0,37.46,10,2
2020-04-01,2020,4,April,Tiruppur,35.78,24.14,6.95,8.67,24.6,5.75,233.2,2447763,15,33,9,2,59,0,Summer,102.0,105.0,57.4,10,2
2020-05-01,2020,5,May,Tiruppur,42.92,35.21,6.66,3.35,29.28,7.18,906.48,1943717,19,49,13,3,84,0,Summer,59.0,102.0,35.78,10,2
2020-06-01,2020,6,June,Tiruppur,153.52,37.26,7.64,19.06,257.15,6.42,860.82,1647087,36,111,21,8,176,1,SW_Monsoon,84.0,59.0,42.92,10,1
2020-07-01,2020,7,July,Tiruppur,64.08,26.3,7.21,17.73,249.18,7.25,679.28,2680338,25,73,13,8,119,0,SW_Monsoon,176.0,84.0,153.52,10,1
2020-08-01,2020,8,August,Tiruppur,78.21,35.06,7.72,12.56,233.25,7.6,428.45,1531519,32,81,19,7,139,1,SW_Monsoon,119.0,176.0,64.08,10,1
2020-09-01,2020,9,September,Tiruppur,128.02,25.01,6.27,7.08,194.3,8.34,927.17,2729180,24,60,11,7,102,0,SW_Monsoon,139.0,119.0,78.21,10,1
2020-10-01,2020,10,October,Tiruppur,110.03,36.14,7.53,14.93,406.14,6.43,1073.42,1836737,40,111,16,9,176,1,NE_Monsoon,102.0,139.0,128.02,10,0
2020-11-01,2020,11,November,Tiruppur,170.96,29.03,7.08,15.76,468.16,5.18,976.0,4852099,43,119,15,11,188,1,NE_Monsoon,176.0,102.0,110.03,10,0
2020-12-01,2020,12,December,Tiruppur,313.6,30.89,6.77,28.07,249.37,6.57,559.23,2460826,38,97,15,11,161,1,NE_Monsoon,188.0,176.0,170.96,10,0
2021-01-01,2021,1,January,Tiruppur,5.5,32.24,7.58,6.83,66.37,5.17,1083.71,3154837,19,71,14,5,109,0,Winter,161.0,188.0,313.6,10,3
2021-02-01,2021,2,February,Tiruppur,50.59,30.03,6.77,10.18,197.9,4.84,367.62,798090,23,65,12,4,104,0,Winter,109.0,161.0,5.5,10,3
2021-03-01,2021,3,March,Tiruppur,51.43,35.28,7.55,14.0,57.64,4.56,469.75,2416545,17,56,16,7,96,0,Summer,104.0,109.0,50.59,10,2
2021-04-01,2021,4,April,Tiruppur,40.2,27.15,6.61,2.15,28.93,6.92,888.21,4342323,16,60,5,1,82,0,Summer,96.0,104.0,51.43,10,2
2021-05-01,2021,5,May,Tiruppur,40.15,36.15,7.25,8.64,136.88,7.33,339.65,3406495,18,55,9,4,86,0,Summer,82.0,96.0,40.2,10,2
2021-06-01,2021,6,June,Tiruppur,133.29,26.27,6.63,17.86,65.59,5.17,1163.35,1464918,28,77,8,4,117,0,SW_Monsoon,86.0,82.0,40.15,10,1
2021-07-01,2021,7,July,Tiruppur,121.78,36.16,7.51,1.89,391.0,7.45,876.51,4070834,35,103,16,6,160,1,SW_Monsoon,117.0,86.0,133.29,10,1
2021-08-01,2021,8,August,Tiruppur,70.66,33.21,8.5,2.3,410.41,6.03,1070.75,3239956,34,95,14,7,150,1,SW_Monsoon,160.0,117.0,121.78,10,1
2021-09-01,2021,9,September,Tiruppur,100.41,28.58,7.74,19.62,320.16,7.99,635.58,3387296,27,71,19,10,127,1,SW_Monsoon,150.0,160.0,70.66,10,1
2021-10-01,2021,10,October,Tiruppur,181.15,29.13,7.11,22.74,217.59,6.24,437.54,1380112,28,93,13,10,144,1,NE_Monsoon,127.0,150.0,100.41,10,0
2021-11-01,2021,11,November,Tiruppur,260.64,34.63,7.35,18.09,532.83,8.24,1114.24,2880932,41,118,20,11,190,1,NE_Monsoon,144.0,127.0,181.15,10,0
2021-12-01,2021,12,December,Tiruppur,291.22,35.38,7.85,30.65,10.21,4.98,207.56,4753486,26,65,12,8,111,0,NE_Monsoon,190.0,144.0,260.64,10,0
2022-01-01,2022,1,January,Tiruppur,56.39,28.92,6.43,8.19,71.9,5.42,507.29,1752078,19,58,14,5,96,0,Winter,111.0,190.0,291.22,10,3
2022-02-01,2022,2,February,Tiruppur,44.47,29.6,8.45,13.31,146.29,4.62,1059.42,4592966,22,74,7,4,107,0,Winter,96.0,111.0,56.39,10,3
2022-03-01,2022,3,March,Tiruppur,15.19,36.85,7.18,2.12,228.41,5.87,726.5,4692814,27,86,13,8,134,1,Summer,107.0,96.0,44.47,10,2
2022-04-01,2022,4,April,Tiruppur,53.63,27.19,6.69,10.09,115.09,8.2,1100.02,2829753,16,51,13,5,85,0,Summer,134.0,107.0,15.19,10,2
2022-05-01,2022,5,May,Tiruppur,51.81,33.4,8.06,12.45,41.92,6.12,352.98,4196176,15,32,12,6,65,0,Summer,85.0,134.0,53.63,10,2
2022-06-01,2022,6,June,Tiruppur,69.57,24.33,7.68,15.04,229.61,5.16,590.91,3619612,25,61,11,8,105,0,SW_Monsoon,65.0,85.0,51.81,10,1
2022-07-01,2022,7,July,Tiruppur,127.58,30.2,7.23,17.72,6.64,5.71,1018.71,1624905,18,47,10,3,78,0,SW_Monsoon,105.0,65.0,69.57,10,1
2022-08-01,2022,8,August,Tiruppur,119.58,29.62,7.04,9.03,259.21,6.21,1031.86,4577716,26,79,11,9,125,0,SW_Monsoon,78.0,105.0,127.58,10,1
2022-09-01,2022,9,September,Tiruppur,83.08,30.4,6.64,2.39,158.96,5.81,1195.48,4966134,22,72,16,6,116,0,SW_Monsoon,125.0,78.0,119.58,10,1
2022-10-01,2022,10,October,Tiruppur,340.42,32.89,7.94,6.78,229.31,6.11,1021.81,808623,29,73,17,8,127,1,NE_Monsoon,116.0,125.0,83.08,10,0
2022-11-01,2022,11,November,Tiruppur,343.54,24.28,7.9,24.97,136.45,7.36,292.93,3904231,26,82,16,8,132,1,NE_Monsoon,127.0,116.0,340.42,10,0
2022-12-01,2022,12,December,Tiruppur,277.19,24.51,6.9,9.6,201.68,4.44,1136.96,4094058,30,99,13,5,147,1,NE_Monsoon,132.0,127.0,343.54,10,0
2023-01-01,2023,1,January,Tiruppur,33.36,36.87,7.34,15.88,238.4,5.04,1130.6,3378117,27,94,17,6,144,1,Winter,147.0,132.0,277.19,10,3
2023-02-01,2023,2,February,Tiruppur,52.74,35.28,8.02,5.43,22.66,6.01,373.52,4615362,14,46,14,2,76,0,Winter,144.0,147.0,33.36,10,3
2023-03-01,2023,3,March,Tiruppur,36.63,30.71,6.92,10.02,38.98,8.49,1029.33,3132578,18,64,9,3,94,0,Summer,76.0,144.0,52.74,10,2
2023-04-01,2023,4,April,Tiruppur,8.75,24.36,6.51,15.44,153.87,8.83,632.5,4375358,17,65,12,7,101,0,Summer,94.0,76.0,36.63,10,2
2023-05-01,2023,5,May,Tiruppur,5.97,32.44,7.04,6.67,158.04,4.96,411.76,1473181,25,74,15,5,119,0,Summer,101.0,94.0,8.75,10,2
2023-06-01,2023,6,June,Tiruppur,77.07,25.04,8.0,7.25,74.66,7.46,818.05,2119715,13,30,11,5,59,0,SW_Monsoon,119.0,101.0,5.97,10,1
2023-07-01,2023,7,July,Tiruppur,90.63,32.73,7.41,10.91,54.9,8.43,649.78,3595010,24,78,12,7,121,0,SW_Monsoon,59.0,119.0,77.07,10,1
2023-08-01,2023,8,August,Tiruppur,98.71,37.49,6.77,4.25,175.8,7.95,782.15,2179161,21,48,12,5,86,0,SW_Monsoon,121.0,59.0,90.63,10,1
2023-09-01,2023,9,September,Tiruppur,84.12,37.66,8.04,23.08,204.9,4.55,747.96,3107411,26,87,14,6,133,1,SW_Monsoon,86.0,121.0,98.71,10,1
2023-10-01,2023,10,October,Tiruppur,181.17,34.32,7.29,13.03,220.91,6.3,985.02,1928080,27,88,18,5,138,1,NE_Monsoon,133.0,86.0,84.12,10,0
2023-11-01,2023,11,November,Tiruppur,272.03,30.13,6.79,27.16,21.52,8.51,661.48,2573290,26,88,14,4,132,1,NE_Monsoon,138.0,133.0,181.17,10,0
2023-12-01,2023,12,December,Tiruppur,253.48,24.93,7.39,6.17,412.96,6.56,880.23,3322988,29,81,13,10,133,1,NE_Monsoon,132.0,138.0,272.03,10,0
2024-01-01,2024,1,January,Tiruppur,49.12,25.48,6.28,8.53,108.53,6.31,1191.59,701139,20,64,8,4,96,0,Winter,133.0,132.0,253.48,10,3
2024-02-01,2024,2,February,Tiruppur,27.67,31.69,8.11,1.84,118.8,4.41,714.66,2489968,19,67,14,3,103,0,Winter,96.0,133.0,49.12,10,3
2024-03-01,2024,3,March,Tiruppur,41.7,24.15,6.79,4.76,19.39,8.8,678.26,1503171,15,33,9,5,62,0,Summer,103.0,96.0,27.67,10,2
2024-04-01,2024,4,April,Tiruppur,37.03,34.47,8.07,10.78,35.87,5.69,1128.08,526806,18,66,15,2,101,0,Summer,62.0,103.0,41.7,10,2
2024-05-01,2024,5,May,Tiruppur,14.0,27.83,8.34,11.07,138.89,4.06,1192.42,2717181,16,45,15,4,80,0,Summer,101.0,62.0,37.03,10,2
2024-06-01,2024,6,June,Tiruppur,123.61,27.09,8.45,18.26,234.28,4.9,253.86,951157,32,100,11,6,149,1,SW_Monsoon,80.0,101.0,14.0,10,1
2024-07-01,2024,7,July,Tiruppur,73.17,34.16,8.08,6.07,212.46,8.2,932.8,2099908,27,67,14,6,114,0,SW_Monsoon,149.0,80.0,123.61,10,1
2024-08-01,2024,8,August,Tiruppur,75.16,25.31,7.53,21.2,182.2,4.8,758.04,3013024,24,57,12,6,99,0,SW_Monsoon,114.0,149.0,73.17,10,1
2024-09-01,2024,9,September,Tiruppur,100.15,35.2,6.67,13.86,307.89,7.08,388.02,1616271,32,82,17,7,138,1,SW_Monsoon,99.0,114.0,75.16,10,1
2024-10-01,2024,10,October,Tiruppur,290.25,24.49,7.92,7.76,536.52,5.84,526.93,2435090,44,136,17,12,209,1,NE_Monsoon,138.0,99.0,100.15,10,0
2024-11-01,2024,11,November,Tiruppur,131.18,29.4,7.68,25.32,121.64,4.69,863.04,1812743,27,70,12,7,116,0,NE_Monsoon,209.0,138.0,290.25,10,0
2024-12-01,2024,12,December,Tiruppur,298.55,25.3,7.55,16.22,359.7,4.32,779.98,4527446,39,128,20,8,195,1,NE_Monsoon,116.0,209.0,131.18,10,0
2018-01-01,2018,1,January,Vellore,27.29,25.76,8.07,1.34,147.9,7.31,407.47,2465629,21,77,8,3,109,0,Winter,0.0,0.0,0.0,11,3
2018-02-01,2018,2,February,Vellore,45.15,25.84,7.76,13.61,63.97,8.33,233.32,3412044,20,54,12,5,91,0,Winter,109.0,0.0,27.29,11,3
2018-03-01,2018,3,March,Vellore,21.27,30.94,7.17,7.04,64.78,4.68,396.69,3269785,20,74,12,5,111,0,Summer,91.0,109.0,45.15,11,2
2018-04-01,2018,4,April,Vellore,27.13,29.25,6.62,7.34,275.64,5.49,799.7,3697418,28,70,9,5,112,0,Summer,111.0,91.0,21.27,11,2
2018-05-01,2018,5,May,Vellore,52.92,24.22,7.2,4.21,108.82,6.08,946.67,808697,23,56,11,4,94,0,Summer,112.0,111.0,27.13,11,2
2018-06-01,2018,6,June,Vellore,81.0,29.52,6.93,10.32,63.21,6.52,1001.64,1048723,16,61,12,6,95,0,SW_Monsoon,94.0,112.0,52.92,11,1
2018-07-01,2018,7,July,Vellore,158.27,29.59,7.16,10.5,136.31,7.91,959.0,1055134,17,65,15,3,100,0,SW_Monsoon,95.0,94.0,81.0,11,1
2018-08-01,2018,8,August,Vellore,141.11,25.23,8.05,16.46,307.63,6.16,879.73,3331455,36,112,14,10,172,1,SW_Monsoon,100.0,95.0,158.27,11,1
2018-09-01,2018,9,September,Vellore,124.78,33.97,6.61,3.01,394.97,5.3,1053.35,1402810,35,88,15,11,149,1,SW_Monsoon,172.0,100.0,141.11,11,1
2018-10-01,2018,10,October,Vellore,282.05,28.54,8.45,2.74,249.26,4.57,551.38,1254108,27,87,19,10,143,1,NE_Monsoon,149.0,172.0,124.78,11,0
2018-11-01,2018,11,November,Vellore,325.31,26.29,7.08,5.88,349.97,7.64,1131.91,616481,38,121,19,11,189,1,NE_Monsoon,143.0,149.0,282.05,11,0
2018-12-01,2018,12,December,Vellore,323.44,31.42,7.74,26.88,84.17,4.19,1078.88,2562044,27,68,14,9,118,0,NE_Monsoon,189.0,143.0,325.31,11,0
2019-01-01,2019,1,January,Vellore,42.86,32.46,8.35,4.36,23.63,5.3,218.93,3663257,10,42,13,6,71,0,Winter,118.0,189.0,323.44,11,3
2019-02-01,2019,2,February,Vellore,6.01,27.79,8.05,10.16,211.06,6.24,509.73,2167391,20,74,13,7,114,0,Winter,71.0,118.0,42.86,11,3
